feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,injury
-1.5171858241981702,3.8881203766835033,-4.430461639228636,0.7196762008884481,0.23734811948953083,-0.22873494105630887,-0.14068207794968646,1.363983416974381,0.08792121348176268,0.2792377542753513,1.8371776543685088,1.6222319410846784,0.5923789113016417,0.07843450719759962,0.7284638361975196,0
-4.0145044250780115,4.738239910388239,-0.3553425806133341,2.510191672969037,-0.9492134807566824,0.15682214683473106,-0.9820429634535541,0.7444670292033015,-3.13690958674705,0.7837794503089633,0.6136457021200791,2.982436453664678,2.0557269927324207,0.22532517954050518,-1.145638096381969,0
3.175246081675013,2.9562827039925015,-0.2513654842149715,-4.026047786079776,0.26500635906830405,4.831090093701391,-0.20238644687943586,-0.09957291619645825,-2.1153521360755727,-1.5582298485678703,0.7684192294418595,-1.0693725793899913,1.4990833435003779,0.24132320329939075,2.3842542085249008,1
0.1027085188439274,-0.5014496944012787,1.0966588167236173,3.5058452130246454,-0.4408095313485774,0.382536689588332,1.9187465946479367,-2.406175166895069,0.8296819554086637,-0.6101546392025484,2.3367030956167834,1.251924651106222,-1.0467114261406647,-1.222733254137745,-3.1762142178323662,1
0.02829686737858461,2.7327711513172566,2.402247535980596,-0.39407539723576646,0.7064066086532242,-3.8293058914664506,-0.6038016316031171,-4.592993576507508,-2.3217143611200557,-0.18501087749855402,0.8689144173470679,-2.5159799880417273,1.9047859238896816,-0.2465739131214918,-0.3453924051983721,1
1.8444631289769378,-16.272576542149835,1.4292670769427889,2.7571136071103144,1.744311252423273,-4.474035420540799,3.0226687886198493,2.165067954782447,8.764331426075861,-0.25688998392488877,-3.969283832864325,-3.7471040451786988,-3.3211407726487785,-0.02642552136706281,-2.709860300651112,0
-1.2623518036285608,-4.8722465484552195,0.16270926362385385,0.5718631579313115,1.2539317971754804,0.5309655229014396,0.27974248685833913,4.542343589173967,2.0277534431740007,-0.1965690342166925,-1.6357077916859726,0.8431614015426305,0.08706817315482174,-0.10060167515618698,-1.0043982612345181,0
2.228358534503534,-1.8058840186355936,1.3494000719738952,-3.001155679899961,0.05247805717045095,0.8836900897234087,0.8786079106019675,-0.541178294012711,-1.4695875696039198,-0.08762354625423106,-1.6404831300594986,-2.1832358724362573,3.061860120519945,0.2130803959715548,0.4449536574067927,1
-1.4413282146520594,3.08244278792258,-0.023324018474482733,1.5240871635564526,-0.5305383182926822,-0.39925463213697565,-3.0416732105801425,4.376183830830606,-0.32792301728003526,1.1059354619577089,1.537809600254483,2.5832399228930427,1.2856262332418322,0.8894709464517491,3.2061216108319153,0
0.8694447152791844,-7.989171659929133,1.467505870101435,2.730447086168368,0.18809956615274828,-4.0490117551578475,0.47254781689750724,0.7629750314314427,5.962657812895322,0.39589810694336847,-0.2483136894938014,-2.604330233593771,-2.2931729748478062,0.5075128720823281,-1.7340843150544274,0
